"","x"
"196",76.5563729623781
"197",55.3219778217091
"198",71.6051473925954
"199",57.6455344368526
"200",83.2033973685958
"201",56.6734619136051
"202",90.9070003757942
"203",68.1115404104561
"204",83.5968192926867
"205",54.9292132123095
"206",78.5526662626984
"207",90.0115773396186
"208",59.8431555566078
"209",62.3816556111209
"210",74.5100418869801
"211",76.9001834400489
"212",93.7333493440168
"213",72.6452293214602
"214",73.6304866592775
"215",76.6066655630828
"216",83.5939390291152
"217",37.6943689184562
"218",76.7249440784654
"219",66.513900919574
"220",81.6103230351206
"221",65.4900604893286
"222",70.9390902302032
"223",58.4198935636992
"224",76.9303071556368
"225",57.5609818698325
"226",77.4597485424069
"227",68.4005383745308
"228",69.4467678788629
"229",57.4150163795885
"230",67.3128403562233
"231",89.040054142779
"232",65.5467807236067
"233",73.2514028610559
"234",38.2204087440711
"235",50.7445032463692
"236",92.2092303090553
"237",78.3735864715464
"238",58.2560223163518
"239",84.0541958331377
"240",87.8556718716342
"241",54.1534701499214
"242",68.2448840256331
"243",63.9514580723888
"244",97.3927167093428
"245",59.9284507094961
"246",68.3681637119652
"247",87.0374508762894
"248",84.9251834667454
"249",98.2159822856336
"250",79.2970162397792
"251",66.4076665403848
"252",64.8451530783539
"253",52.0741261398949
"254",82.3980267486964
"255",98.8524931808155
"256",85.2986490621954
"257",82.4676149891051
"258",68.9347701339157
"259",84.9502693378521
"260",70.9686397506494
"261",94.4492126131052
"262",84.6703029932807
"263",96.1276842553082
"264",54.5210941585059
"265",90.879332607925
"266",56.6111512371996
"267",91.4614950304384
"268",92.3238633992395
"269",96.3230227584284
"270",45.7655035831407
"271",89.1830606693237
"272",72.139779603722
"273",54.910069801889
"274",77.1956918179303
"275",95.1328859724889
"276",59.8714670489097
"277",67.3417112704984
"278",84.1876810450723
"279",61.373714555172
"280",69.1327061794139
"281",84.8903963444974
"282",79.5703747946542
"283",79.177388002047
"284",73.5426996125581
"285",59.6645753208005
"286",63.1865634121964
"287",64.9709943723042
"288",90.3025548622652
"289",75.5700030544011
"290",82.3177851753403
"291",62.3489799578762
"292",71.1652786719221
"293",39.6272709158403
"294",91.1271274631251
"295",72.624416459892
"296",66.6361342292641
"297",67.1820239420811
"298",47.0838502746466
"299",77.3567964853021
"300",85.6037694013474
"301",89.6569406257918
"302",84.165217656454
"303",101.160798121529
"304",70.1208969876567
"305",64.2327969924417
"306",62.9758335791341
"307",73.2190730955449
"308",79.9926948775014
"309",89.0780805082165
"310",77.6294519469796
"311",63.3864257716962
"312",59.668169488087
"313",68.155248293264
"314",78.1139704346642
"315",77.0405062781606
"316",39.870349123244
"317",66.5999592971207
"318",69.5897395416408
"319",91.5156021641958
"320",89.6517564382227
"321",50.421622778472
"322",38.5381869585199
"323",53.9632136721805
"324",70.7207723436932
"325",73.3312464982932
"326",78.6506355086583
"327",60.854694796563
"328",95.5690411380979
"329",71.5382582883309
"330",85.3133801819555
"331",78.6954754429561
"332",63.3063529510752
"333",75.5049858072125
"334",65.7857569971474
"335",80.6482259046533
"336",65.5218635360532
"337",58.8289939822482
"338",74.0580455766221
"339",67.1785666098188
"340",75.6752767478177
"341",70.9564994011011
"342",64.0090022010938
"343",76.7482934018476
"344",74.3287405984134
"345",80.7404891174684
"346",65.4806532269451
"347",70.3400195363691
"348",56.7723929619377
"349",57.3565631707142
"350",59.232272973279
"351",96.0456156692835
"352",74.7270392951257
"353",94.0399223542739
"354",66.5487307350979
"355",86.1697824624809
"356",61.2314316724336
"357",68.0330501144898
"358",83.836847495857
"359",71.6746138253631
"360",80.820626991529
"361",66.2015507935802
"362",81.9550870080407
"363",71.5752293957605
"364",75.1914077764325
"365",63.0809488098117
"366",76.4616262682664
"367",87.4633593551989
"368",23.9790963398632
"369",75.6582301705023
"370",84.5518014524099
"371",77.6140784877534
"372",63.9941608804939
"373",41.0904337433959
"374",105.330881205661
"375",50.5656525788803
"376",75.2555787256029
"377",61.354833926792
"378",85.2331203461679
"379",85.3760753478359
"380",106.96778931804
"381",70.19290720567
"382",76.5433939333427
"383",64.5846154032837
"384",39.9988350990989
"385",104.761146654862
"386",79.8599614848586
"387",73.8040695243535
"388",83.8398341890873
"389",74.5918732039075
"390",70.5916108180831
"391",65.9271871399143
"392",57.1013932132294
"393",61.3354701262759
"394",68.8886160136939
"395",85.6109513380322
"396",81.0923356144557
"397",96.4766833887721
"398",80.4908749371006
"399",82.3013916003105
"400",67.8634403790681
"401",66.7269331890435
"402",85.6322805842971
"403",88.8347100105179
"404",79.887800018211
"405",58.6725974837999
"406",96.408936345598
"407",67.8547698355331
"408",102.276830156294
"409",51.5438052320336
"410",85.2549501319127
"411",67.2390896800983
"412",86.8080855192204
"413",83.0419751865389
"414",59.121084753341
"415",110.974091148241
"416",60.2502593514401
"417",59.2872778898965
"418",72.146784689047
"419",58.890629833175
"420",68.4267573347019
"421",86.4771322773323
"422",87.8481059850182
"423",87.1457679138668
"424",78.7264158339634
"425",99.9197165217679
"426",57.3741181022792
"427",57.3853886420951
"428",45.1242089834656
"429",99.3858887323612
"430",62.9310126982659
"431",103.597052988504
"432",58.7594505494965
"433",72.7223699220453
"434",94.0897120112041
"435",58.7733069779961
"436",70.3060280356883
"437",106.164485061563
"438",73.9509793385947
"439",80.6369980708382
"440",69.9887578931552
"441",98.512724783217
"442",66.3126331392039
"443",67.6195410819715
"444",70.7855645054087
"445",85.3270863051822
"446",89.868178848215
"447",88.2096415104775
"448",68.7448201860435
"449",48.240448519468
"450",70.2072943220255
"451",65.8802911310919
"452",44.2754579140245
"453",75.4494494737039
"454",84.1573972396859
"455",89.0034446321435
"456",78.3236208425943
"457",54.5670459443494
"458",75.0244905825586
"459",80.0738804416279
"460",67.9280876955939
"461",72.0174356274194
"462",78.1534654033751
"463",109.635271257263
"464",70.6798578888478
"465",71.7327745492737
"466",76.967192381651
"467",63.2400884389545
"468",92.6703850099224
"469",84.5076264585524
"470",80.9448315596484
"471",62.353461044458
"472",47.8727667087394
"473",95.1489149238543
"474",68.6983059266837
"475",96.2842873755022
"476",63.2216440958314
"477",63.410894215945
"478",70.1919733897668
"479",63.5020715902486
"480",48.2441683622098
"481",71.5087565332361
"482",65.7419822328728
"483",89.2669930703905
"484",71.8146335112902
"485",64.6813293314101
"486",99.9573421995028
"487",74.7162249842203
"488",70.0441267491215
"489",80.9889974967496
"490",48.3064511264902
"491",90.0802706479068
"492",65.690929711756
"493",76.4692960545039
"494",67.0097059614028
"495",42.3284391406754
"496",84.9946094263235
"497",85.3010858972474
"498",76.8819837183127
"499",75.3527545821222
"500",98.1956244040808
"501",83.8808813464355
"502",90.1452800244756
"503",59.1948394835124
"504",73.2908642124912
"505",68.8439670991211
"506",75.1813738342893
"507",76.5960880269744
"508",70.7734416632425
"509",33.4762901990374
"510",57.0620596835456
"511",61.7685202369131
"512",55.0210356677174
"513",81.9945352210334
"514",68.1105077443844
"515",75.6651324946475
"516",114.668761270469
"517",74.4014884518895
"518",117.178903021404
"519",68.8404976461551
"520",50.8700881906412
"521",74.3821278498929
"522",61.5549120575783
"523",63.2545604049944
"524",61.9801539779113
"525",54.603794015724
"526",67.8896154175475
"527",66.1460060731264
"528",84.0120808017616
"529",57.3410871146689
"530",82.9433849181242
"531",78.3616875782477
"532",53.7559939438438
"533",75.4134290003918
"534",47.9557020063363
"535",73.3416858596424
"536",62.7854319679672
"537",77.7749047869267
"538",69.1640379757838
"539",84.843639769852
"540",40.6274399528767
"541",80.0344267797386
"542",62.8625605819817
"543",78.552873802167
"544",54.7208480226277
"545",65.1794554607403
"546",99.8118492035133
"547",58.6473634173233
"548",77.5358606955633
"549",76.0576889464408
"550",75.2766187463786
"551",67.8945413957583
"552",104.505566449502
"553",90.5835740702492
"554",56.766578301635
"555",80.2052586987721
"556",51.2490049350771
"557",55.471290353616
"558",69.2043683205791
"559",62.9159433636571
"560",62.6700990971619
"561",106.307601795691
"562",55.1467990437376
"563",56.9848811602744
"564",78.2291922015501
"565",62.452481592091
"566",57.7860725861725
"567",42.9633575201559
"568",60.9624522988039
"569",56.6526886249263
"570",89.6102708580641
"571",104.483886938867
"572",71.0056999311216
"573",82.391259114526
"574",81.2950336137604
"575",80.2373844512274
"576",104.281819250005
"577",55.9906455476004
"578",76.3602125210887
"579",70.4111518566993
"580",75.6468826408475
"581",93.6715609871274
"582",64.6559983107627
"583",94.5482293407446
"584",64.4633722236782
"585",87.0236076800554
"586",95.8704332444752
"587",80.3258908136292
"588",102.40409189311
"589",69.5816776537254
"590",100.72918298037
"591",84.7262920471797
"592",85.6300749353885
"593",63.7418579759906
"594",56.7898083015786
"595",90.0431764698386
"596",71.5801387137327
"597",78.0950809850369
"598",60.7154075331007
"599",47.1497366469836
"600",57.4109029613699
"601",112.76267702645
"602",82.5952768599229
"603",55.6632260710078
"604",59.7726762925506
"605",30.5905497444432
"606",77.2226303048896
"607",65.2639194685953
"608",75.6709779073807
"609",89.111257954539
"610",67.0456621346739
"611",71.7053004677693
"612",47.8213901356368
"613",57.9444260581176
"614",76.2021184062013
"615",77.5509048510405
"616",68.3742310733408
"617",61.9705841346069
"618",56.1882501464722
"619",52.1972067972802
"620",99.4578883252924
"621",58.9064839293308
"622",67.3008947343387
"623",89.9064724983536
"624",65.9350197516923
"625",79.2477504948861
"626",57.5398141383181
"627",73.5334236774058
"628",59.0294003811433
"629",64.4430978319232
"630",81.9409585901688
"631",77.7732465569616
"632",60.4348966931474
"633",81.3588726322658
"634",62.4619901727683
"635",65.0384451162891
"636",65.9240039825546
"637",49.6486113015049
"638",67.4715694649891
"639",79.6963979597175
"640",62.1541535542828
"641",74.4133751750315
"642",63.7457514796771
"643",73.6192760511914
"644",54.0689720359881
"645",66.8705828931351
"646",90.6785453182016
"647",57.5644955136455
"648",60.5289840358004
"649",78.8015817309377
"650",86.7199775301529
"651",70.8989939015061
"652",67.1033622140775
"653",66.2762411809923
"654",78.926524407981
"655",65.1692899640324
"656",66.1812342159371
"657",75.7043031468311
"658",90.5197082333256
"659",61.6970530009972
"660",36.8212382046811
"661",82.0243694507848
"662",79.84236582333
"663",72.9906816816509
"664",61.0926352711428
"665",86.0192035048089
"666",60.3024404496919
"667",63.4186556920701
"668",107.241691138539
"669",66.6031843466887
"670",78.1962141024567
"671",58.3570159373442
"672",76.0376785583004
"673",70.4696402665299
"674",92.9374599349387
"675",70.3643577108787
"676",69.6795807542422
"677",70.1486047938321
"678",87.0575009488193
"679",76.2151677700996
"680",63.1001096838123
"681",98.7995151019276
"682",41.3149391971081
"683",74.8828704902607
"684",77.8151245376502
"685",85.9437000958018
"686",77.7851891652467
"687",59.0092776638079
"688",70.6427733367118
"689",73.1614838323626
"690",84.5153528161527
"691",59.6511318887509
"692",90.2913619857988
"693",65.6115045305298
"694",77.5992372814407
"695",65.2609294012112
"696",73.6257592867087
"697",69.7981436749531
"698",74.1540844121897
"699",68.8980328434248
"700",56.4921070934106
"701",76.222642089154
"702",79.0688644026416
"703",55.4296177159058
"704",45.6684272247262
"705",36.8974780526506
"706",80.3305676952655
"707",79.6224724344731
"708",105.914286066901
"709",71.5343392380939
"710",82.3143186389169
"711",67.556846556853
"712",59.0119761969155
"713",45.4492174683063
"714",83.4532635639635
"715",74.6283538237599
"716",69.6066577810961
"717",47.4768649235364
"718",72.8717660933926
"719",70.5721048534063
"720",82.7158010787051
"721",65.4884421608964
"722",75.8120008046053
"723",76.0998114931726
"724",74.5151896874578
"725",63.5623077534088
"726",63.3431453573921
"727",62.2232949382765
"728",92.8250372870598
"729",90.5241040902757
"730",48.0724385603671
"731",45.0448050024124
"732",83.7836717171346
"733",90.7824919171761
"734",55.6548920845032
"735",57.9906291954255
"736",80.7723037462438
"737",78.9013304604885
"738",77.1191296278382
"739",66.8437142375388
"740",69.78074344292
"741",45.0729299337983
"742",83.0088641909772
"743",44.7771540474222
"744",115.546716480315
"745",79.2409682959931
"746",69.5471689634309
"747",66.4691551277631
"748",75.9946376877311
"749",72.6793095849195
"750",90.9870015287652
"751",52.7974773996437
"752",67.4591461948176
"753",74.9429637439971
"754",55.8197423788885
"755",84.0597948960437
"756",86.0065341153825
"757",90.8497100975867
"758",88.2894047600845
"759",67.2037464690253
"760",75.9543320357324
"761",80.7387386240714
"762",82.9797911747008
"763",49.040036706765
"764",73.565371015605
"765",64.8866164351566
"766",70.2457689166253
"767",79.3739445508665
"768",98.7605979708382
"769",102.148172945418
"770",73.2267936639974
"771",74.9095538595027
"772",84.1432218961004
"773",87.8361531456029
"774",74.1265042418611
"775",58.2038174805496
"776",55.9013038866569
"777",66.7233595462794
"778",93.9235205119139
"779",76.6324043331351
"780",73.1451836201651
"781",70.4205911456548
"782",78.6605363360705
"783",101.706045200241
"784",91.3475883235166
"785",66.0181361603306
"786",95.1241083096361
"787",85.6967504924355
"788",86.9317372849206
"789",93.7273079947142
"790",95.9870871269069
"791",68.8600996992586
"792",74.2390297525107
"793",63.8990326367479
"794",70.6465171755226
"795",68.7526698248695
"796",75.8509917015505
"797",70.5015307256777
"798",70.4799920026618
"799",84.8137042343275
"800",82.4577942387378
"801",78.1878567839392
"802",77.818915347808
"803",104.691646027423
"804",83.9800268831449
"805",75.2259790122391
"806",73.9260732066002
"807",50.0797352851615
"808",63.4319667067928
"809",86.1339368811873
"810",67.6039054223843
"811",45.2917679097394
"812",60.0341228789282
"813",70.052461096752
"814",64.6412290116085
"815",91.4336449559364
"816",85.2110790054677
"817",88.0412190607062
"818",67.0247888668585
"819",74.6916196000997
"820",99.1435277837032
"821",52.2848133288404
"822",59.2839942365437
"823",93.7315474865047
"824",74.495959358471
"825",39.5561806478689
"826",62.802011441571
"827",55.0612661017913
"828",76.4153371973894
"829",94.2096134130801
"830",60.7088659851991
"831",51.8465105920904
"832",63.0438114222832
"833",72.0504381965062
"834",71.914144847279
"835",93.254910591548
"836",115.736205258936
"837",47.4744145679565
"838",71.0982848627225
"839",80.3725426179656
"840",69.544674750996
"841",90.8481626730147
"842",69.4421243225966
"843",47.4408478560467
"844",86.5157045525507
"845",76.3584718117423
"846",87.4524431115705
"847",72.1309469292555
"848",64.2433540762392
"849",85.9981232366513
"850",57.3595517194929
"851",69.8689803050925
"852",57.2545622700767
"853",83.7183746570056
"854",88.7067781811236
"855",73.3097351662418
"856",65.7643067579047
"857",80.9453789666903
"858",67.5936717471042
"859",75.7176592604268
"860",52.9667801727929
"861",83.3878900259137
"862",92.0543911402783
"863",92.5219177574133
"864",66.6602884512229
"865",56.2513737421658
"866",82.4705058676889
"867",123.27835915737
"868",78.7105047651895
"869",80.7881440151334
"870",94.0851816717862
"871",80.4185595557536
"872",54.746468280833
"873",72.6875880532643
"874",69.6346431905689
"875",61.6630671422152
"876",54.3494324632771
"877",61.889071135363
"878",81.3296408672765
"879",88.0708690119124
"880",68.1563162475676
"881",58.7296522680662
"882",60.0632274795845
"883",94.3044661420337
"884",58.8715942909136
"885",67.121564644416
"886",69.4325626454695
"887",77.6433636693682
"888",96.3291186820398
"889",62.6452987717036
"890",86.4240876813456
"891",76.4855260735252
"892",80.774599041271
"893",65.1923021146987
"894",70.0648154934687
"895",70.1302693333847
"896",94.0816685949724
"897",53.7809826196607
"898",68.2708199118185
"899",65.4692250946136
"900",71.9627700539367
"901",54.9337608123249
"902",82.3819281858385
"903",47.7106396343745
"904",54.892310007037
"905",84.3574298169315
"906",70.4844595635913
"907",57.7987190077503
"908",86.565689463746
"909",75.7705192594419
"910",57.5970443733639
"911",77.451963111518
"912",59.4002671273929
"913",49.869572560785
"914",53.9727564969352
"915",44.825549412982
"916",67.3238026952647
"917",70.9954879679078
"918",67.8891098817762
"919",60.9273860843593
"920",75.4661198767936
"921",67.9076704309816
"922",49.6863962782785
"923",81.6475114457409
"924",115.916882600597
"925",79.1596066676638
"926",72.7285536082384
"927",68.3556397692949
"928",77.2205595611649
"929",72.2829449951636
"930",66.9016607173905
"931",65.1429578937497
"932",80.3083270679547
"933",73.6663847566972
"934",56.9321360233821
"935",74.6316873247102
"936",76.7952839080877
"937",48.6031689299443
"938",70.5457061259803
"939",65.1562240485129
"940",95.0374155750048
"941",79.8416518724354
"942",85.0844083127167
"943",75.3197168338892
"944",73.5213346847635
"945",83.9102051811347
"946",69.7106353377805
"947",79.504690655942
"948",73.1564374091379
"949",61.6547577508285
"950",78.2857235845376
"951",71.9698751624238
"952",89.414592927064
"953",83.5707889371756
"954",61.85227238731
"955",58.8409479656163
"956",80.2830082424256
"957",76.4452868637074
"958",75.7952242976519
"959",64.7808995329174
"960",64.5889216191899
"961",83.667962555803
"962",81.4979436142578
"963",81.3474772157604
"964",79.4028413479066
"965",69.5896133119582
"966",37.2497228433233
"967",56.6126430436796
"968",62.5932154162078
"969",95.3443171228138
"970",61.3192815383478
"971",90.0019437855867
"972",66.4127314372737
"973",87.9269506289289
"974",96.499612194888
"975",77.6242942330805
"976",89.3724488916113
"977",82.3727376927833
"978",58.957758232969
"979",55.9130249238665
"980",60.3147181209117
"981",85.1960297386285
"982",72.694254731276
"983",76.6952829924336
"984",71.9862250765856
"985",68.3732727241016
"986",77.4794015435271
"987",57.5647726990211
"988",78.1246465730788
"989",70.8064310629489
"990",85.8665561944099
"991",62.6772272552986
"992",103.482641139563
"993",73.9643135459163
"994",98.1089314544038
"995",70.889715283162
"996",67.8635006530647
"997",46.1568010729698
"998",59.2197219345214
"999",69.1460195768014
"1000",81.5673338381349
"1001",73.4465348620875
"1002",64.0131327633388
"1003",63.5831059577588
"1004",60.9329682406079
"1005",62.421515843545
"1006",70.7174565907155
"1007",42.1764846994224
"1008",70.4840049365402
"1009",58.1331917351738
"1010",65.9760607832359
"1011",79.6722863576984
"1012",72.2959792799357
"1013",78.4666650659631
"1014",74.7126753292365
"1015",77.9032525949888
"1016",95.0701121742207
"1017",68.257488939323
"1018",75.0547421552894
"1019",71.9648531866494
"1020",60.6710596381446
"1021",77.3062222771763
"1022",48.3383493035561
"1023",50.9108631716505
"1024",99.632477995879
"1025",71.1404213884054
"1026",63.5668065384159
"1027",75.1208682118924
"1028",81.4898440770187
"1029",54.9068377854648
"1030",72.8884287351852
"1031",68.7100351516565
"1032",77.413213888457
"1033",71.2353389400784
"1034",52.2047896192926
"1035",82.2032569990991
"1036",59.1180328377363
"1037",88.6732707909407
"1038",78.3440006954674
"1039",76.9349591540594
"1040",96.1922412077109
"1041",76.8738180379314
"1042",53.8532510194771
"1043",58.3006382952421
"1044",77.6790703049178
"1045",72.9929796874405
"1046",72.8085606120145
"1047",52.2329211615246
"1048",68.3922880936522
"1049",49.1058275222318
"1050",90.5210833123605
"1051",76.1931380649898
"1052",62.9683160952867
"1053",70.0345219356078
"1054",88.3508236707791
"1055",67.85415413434
"1056",79.6969173699947
"1057",99.7656570214938
"1058",54.1189045180518
"1059",84.2440087671454
"1060",86.7590448909795
"1061",48.192655004755
"1062",46.5802043042882
"1063",77.2646098806389
"1064",81.01485504575
"1065",78.9099518801137
"1066",61.6248501876376
"1067",74.925262105513
"1068",86.7264656489837
"1069",45.0563419030456
"1070",80.5281770921064
"1071",85.7168325418678
"1072",76.5895802267794
"1073",57.6127753206039
"1074",74.356041455314
"1075",51.8322778523071
"1076",62.4797276410266
"1077",89.1545435461527
"1078",70.8274054229226
"1079",75.3336557901181
"1080",72.549507476898
"1081",91.0007714179883
"1082",70.7744457419185
"1083",73.7521821674255
"1084",86.6044323813517
"1085",60.7120372294543
"1086",101.423443959534
"1087",82.5088355169951
"1088",61.6912932464769
"1089",77.162603486516
"1090",88.0918652226223
"1091",67.1558406050972
"1092",64.8512264077144
"1093",53.8329980703411
"1094",75.9756039759735
"1095",69.4800828867682
"1096",48.4796810576416
"1097",60.955874626149
"1098",93.510936623563
"1099",78.5123671750379
"1100",66.0817069502205
"1101",83.8465652326101
"1102",76.2006866782849
"1103",76.9915340951964
"1104",71.4708626764877
"1105",73.1177078875098
"1106",89.5857661192564
"1107",73.0143803376633
"1108",68.6890540412981
"1109",91.8136843298812
"1110",64.1235180051682
"1111",71.8809530625574
"1112",63.7992346570208
"1113",88.8812762076334
"1114",81.130937614271
"1115",39.7401915125444
"1116",66.7513431836458
"1117",89.9292290760071
"1118",96.5864340629935
"1119",89.3539889350985
"1120",64.4517724192743
"1121",71.05858529025
"1122",81.4160395461265
"1123",64.8417982735897
"1124",41.953236473171
"1125",81.8931265921243
"1126",62.6645090842584
"1127",66.1087046216579
"1128",76.2323219075839
"1129",85.3180648878516
"1130",59.5363871564828
"1131",57.8877242422249
"1132",89.0940184954332
"1133",57.0166305321611
"1134",89.8521227956494
"1135",56.5449541283293
"1136",73.6584263310083
"1137",97.9014978280487
"1138",80.7583078156489
"1139",62.7423181771379
"1140",50.0819843965528
"1141",83.3447171089743
"1142",56.5460037836516
"1143",86.4124920748257
"1144",55.6295371334316
"1145",89.6461508627478
"1146",70.3397194513239
"1147",57.3362526626179
"1148",72.1162119418671
"1149",114.457028092156
"1150",77.6041525972416
"1151",85.4477457225457
"1152",91.936027664542
"1153",82.4945839807591
"1154",66.9864786466296
"1155",82.4959713703944
"1156",84.2085250537613
"1157",86.0236456079091
"1158",73.7034923177821
"1159",97.2589692734113
"1160",93.1579037076762
"1161",79.209670338951
"1162",67.8057357643431
"1163",95.9914711485132
"1164",67.8308471051734
"1165",73.89315703157
"1166",102.284914381494
"1167",51.8951138827899
"1168",74.5878763068647
"1169",85.1149049690765
"1170",82.6388230140989
"1171",112.276861381365
"1172",72.7450733454736
"1173",93.5102119915222
"1174",75.721772507507
"1175",89.9624748556531
"1176",89.456966981996
"1177",86.7715027350822
"1178",86.4947654539557
"1179",62.6442376515018
"1180",67.4394141440491
"1181",53.4384750769504
"1182",86.4660922251588
"1183",98.8149677726194
"1184",74.221662065505
"1185",73.3884774490775
"1186",72.7851096161041
"1187",49.3125538610619
"1188",80.3381250006591
"1189",90.194563132809
"1190",46.2919475311339
"1191",75.9442947795628
"1192",57.8419699880032
"1193",57.5373925016975
"1194",70.2002720487596
"1195",87.255183550857
"1196",71.6828668479905
"1197",84.0887445456347
"1198",58.6297834518164
"1199",78.5365243217247
"1200",121.393496085213
"1201",81.7332462114369
"1202",52.9611166540098
"1203",82.7556086330635
"1204",62.38255729455
"1205",50.2336108229674
"1206",55.6347829123602
"1207",55.1466195714556
"1208",57.700544085855
"1209",85.7098948965327
"1210",67.2392509777434
"1211",67.5831759219721
"1212",81.8172731790805
"1213",62.6712768258984
"1214",77.4542423166879
"1215",41.6620380272605
"1216",72.1201690004049
"1217",69.0034890624793
"1218",101.171928708921
"1219",79.6009774489339
"1220",85.3829151258115
"1221",79.5326394867403
"1222",71.3659655279772
"1223",65.5912553591109
"1224",58.7281850600689
"1225",71.2287218653875
"1226",36.4334525555207
"1227",67.6040484947113
"1228",73.7936083052946
"1229",43.2483856150541
"1230",61.404761167466
"1231",87.4418137535453
"1232",64.1994939774799
"1233",90.6171636517357
"1234",69.5090776680355
"1235",74.6114910571856
"1236",48.2197407428639
"1237",92.131715128944
"1238",70.0205841638301
"1239",75.1455258374314
"1240",52.0610498254738
"1241",106.2529141649
"1242",89.1573324761873
"1243",71.0937313383976
"1244",78.6820479677091
"1245",61.0790695994224
"1246",76.0711326851398
"1247",60.1384313715118
"1248",82.4713316441076
"1249",71.3368099368717
"1250",55.2656462203375
"1251",85.5373911338425
"1252",75.4079881378756
"1253",64.3862166866314
"1254",88.7521984876591
"1255",81.411245169803
"1256",93.9143953383968
"1257",45.2124741002683
"1258",75.5834677491267
"1259",72.2767037049899
"1260",88.7588001879048
"1261",76.2342530641016
"1262",54.8651845518927
